Influent Substrate,HRT,Baffles Active,Substrate Removal,Mean Substrate,Standard Deviation Substrate,Mean Current Density,Standard Deviation Current Density,Biomass,Standard Deviation Biomass,Length
750,24,3,13.242601075110528,649.3212284688893,65.57876855593108,1.3512869565047398,0.20208087571082606,7000.0,0.0,90
750,24,4,17.596221064989777,619.2128172371814,77.91129858794584,1.3481926497067946,0.24887026473380644,7000.0,0.0,90
750,24,5,21.887816123051003,591.841635034481,89.92535234231711,1.3400868848284717,0.31343124881095297,7000.0,0.0,90
750,24,6,26.151216000333854,565.5436572972943,101.86674815373287,1.3361448824242828,0.3468062220815367,6999.996059017445,0.14996306609437926,90
750,24,7,30.251577256061957,542.7248789809009,112.5833144930228,1.3227791145955086,0.39292486020235534,6999.996622014951,0.1388456696641839,90
750,24,8,34.27675859389021,521.2313679525935,123.57193500245432,1.3140423442446172,0.42405599062509086,6999.978696902356,0.6864140545879266,90
750,24,9,38.325318229714114,502.1697344420286,133.78098539956554,1.3028587184329075,0.4510949632381675,6999.978716715562,0.6574653835099871,90
1000,2,1,0.27687801911918086,997.1541628034779,3.103341810503651,1.3571104756216414,0.00032934131905394844,7000.0,0.0,90
1000,2,10,2.768573074205085,977.5745092469591,13.023146683952303,1.3571024801191849,0.0004963009893122447,7000.0,0.0,90
1000,2,11,3.046010694105792,976.1419002339999,14.048733450635726,1.3571014870310127,0.0004883627438992423,7000.0,0.0,90
1000,2,12,3.3216430173643063,974.8346730216066,15.17283308972171,1.3571005031815577,0.0005031117194591256,7000.0,0.0,90
1000,2,13,3.6012078311639586,973.6853248993592,16.14667030402145,1.3570995738410803,0.0004947532212770655,7000.0,0.0,90
1000,2,14,3.872266637798532,972.6640145499993,17.220997110050963,1.357098506929501,0.0005068030773775937,7000.0,0.0,90
1000,2,15,4.161625819534038,971.8193694841469,18.09703184688765,1.3570975896593478,0.0004995675000158996,7000.0,0.0,90
1000,2,16,4.412532613791711,971.1019140193325,19.00819529388104,1.357096615219691,0.0005093188983809556,7000.0,0.0,90
1000,2,17,4.766594621406943,970.5258901290383,19.757336965354774,1.3570956658417046,0.0005030209807869449,7000.0,0.0,90
1000,2,18,4.890795359728407,970.1748419017398,20.368405430295038,1.3570946100347947,0.0005072066265484894,7000.0,0.0,90
1000,2,2,0.553755568703366,994.3946130766403,4.386763022106843,1.3571108777866099,0.0004449350545054674,7000.0,0.0,90
1000,2,3,0.830633984270014,991.7880498196885,5.469459857936716,1.3571096264654858,0.00041830053024110355,7000.0,0.0,90
1000,2,4,1.1075080921539098,989.3061625912599,6.716225448260663,1.3571082802137175,0.00047089128531510675,7000.0,0.0,90
1000,2,5,1.38439006095997,987.0084189579416,7.61615179904748,1.3571074262057228,0.00045109161103761567,7000.0,0.0,90
1000,2,6,1.6612539278703253,984.8093498069956,8.765801865088415,1.3571063566178958,0.00048038520875649603,7000.0,0.0,90
1000,2,7,1.9381548615607813,982.796513365653,9.741047216055106,1.3571053404496793,0.0004686668531191348,7000.0,0.0,90
1000,2,8,2.2149740417922543,980.9049416808898,10.893202661580785,1.3571043474642537,0.0004926002386853106,7000.0,0.0,90
1000,2,9,2.491968354530138,979.1916067244805,11.855832339340422,1.3571035021527915,0.0004802653155052472,7000.0,0.0,90
250,2,1,1.1056288522164663,247.15867406543433,3.100856572968168,1.3548028393680511,0.006631833020642456,7000.0,0.0,90
250,2,10,11.053742881860046,227.64824583087412,12.615873315860169,1.3545842065171487,0.02584238577630987,7000.0,0.0,90
250,2,11,12.161239014028217,226.21837526564045,13.670546436419816,1.35456156812832,0.024847145552945944,7000.0,0.0,90
250,2,12,13.261435517300994,224.92194478265458,14.735630471737233,1.3545329021042445,0.02671641634918439,7000.0,0.0,90
250,2,13,14.377360460526859,223.77504806791794,15.73395219851744,1.354511735216438,0.025837336945509732,7000.0,0.0,90
250,2,14,15.459187953420575,222.76363655526987,16.758917256447422,1.3544798997756686,0.027328885895862326,7000.0,0.0,90
250,2,15,16.61411301349193,221.92097078354786,17.654677718822573,1.3544577740203076,0.026570820336840474,7000.0,0.0,90
250,2,16,17.615462107012185,221.2132548424985,18.514707776304558,1.3544285937165723,0.027954226426355165,7000.0,0.0,90
250,2,17,19.02842732538072,220.63858144037624,19.27998405899859,1.354404528670668,0.027279534432953934,7000.0,0.0,90
250,2,18,19.524049512313375,220.29268521757635,19.864437149637954,1.3543732309624337,0.027983996122553978,7000.0,0.0,90
250,2,2,2.2112308331766033,244.40864279872366,4.2244655770382,1.3547879220357577,0.020000846013225382,7000.0,0.0,90
250,2,3,3.3168036720846996,241.8066655930676,5.335628414728687,1.3547682513332118,0.016959456957305875,7000.0,0.0,90
250,2,4,4.422254338122081,239.33547723362182,6.458926312929468,1.3547255382898136,0.022419607771218805,7000.0,0.0,90
250,2,5,5.527784809280126,237.04194065294584,7.387733997812189,1.3547117313001216,0.02040315780045533,7000.0,0.0,90
250,2,6,6.633135253681735,234.85388519394883,8.44238046578444,1.3546800189143966,0.02374008812587002,7000.0,0.0,90
250,2,7,7.738647037418433,232.84469267183275,9.450060049921937,1.354659456643795,0.022264987811395614,7000.0,0.0,90
250,2,8,8.843743122324737,230.964577537286,10.517926309420492,1.354630116718419,0.025119491106370042,7000.0,0.0,90
250,2,9,9.949584258443188,229.2545680508358,11.510372505961133,1.3546134825447222,0.02388396046987035,7000.0,0.0,90
500,2,1,0.5534723298098698,497.1555645142725,3.1022067026779743,1.3564151824595467,0.0014128089700081497,7000.0,0.0,90
500,2,10,5.534188528894117,477.5893130867039,12.9759357396394,1.3563775893732344,0.002996847440315115,7000.0,0.0,90
500,2,11,6.088752029281216,476.15747508962005,14.004073053108709,1.356373189659213,0.0029114640604821257,7000.0,0.0,90
500,2,12,6.639702394796018,474.8517568368531,15.121114906265928,1.356368412217977,0.003105048443633139,7000.0,0.0,90
500,2,13,7.198513164643555,473.70305408747,16.09710654947277,1.3563642956820032,0.0030237448193693,7000.0,0.0,90
500,2,14,7.740314529666113,472.68301823739665,17.166007046506472,1.3563591385260296,0.0031522846287872644,7000.0,0.0,90
500,2,15,8.318696458757312,471.8388620343407,18.04375687102548,1.3563550173023968,0.0030817629041069608,7000.0,0.0,90
500,2,16,8.820214247611807,471.12256214871275,18.949248650592654,1.356350291229526,0.0032044719289285846,7000.0,0.0,90
500,2,17,9.527911564368958,470.54686572218577,19.69979451402787,1.3563459681609844,0.003141681963887929,7000.0,0.0,90
500,2,18,9.77616717173654,470.1964070052226,20.30771861311107,1.3563408880321255,0.0032088852975141837,7000.0,0.0,90
500,2,2,1.106943904663001,494.3978515423848,4.369144928430745,1.3564158085937639,0.002408543778999809,7000.0,0.0,90
500,2,3,1.6604123726246256,491.7926368125329,5.454068974322267,1.3564106805297695,0.0021664753433894963,7000.0,0.0,90
500,2,4,2.213866722825435,489.31261196491255,6.68791273903365,1.356404022146596,0.0026470539962511696,7000.0,0.0,90
500,2,5,2.7673378854034922,487.01607873308023,7.59024215481979,1.3564005196656708,0.002474179572412693,7000.0,0.0,90
500,2,6,3.320767113899285,484.8188151397106,8.729714950846585,1.3563953358127407,0.0027711086348648534,7000.0,0.0,90
500,2,7,3.874269220487906,482.8070361823434,9.707750783248978,1.356390956217566,0.0026505197505555353,7000.0,0.0,90
